12,38,25,-1,218,800,817,519,524,747,499,500
12,38,25,-1,218,800,817,518,522,745,624,501
12,38,25,-1,218,800,817,518,522,745,624,501
12,38,25,-1,218,802,814,517,524,748,882,501
12,38,25,-1,218,797,814,517,524,748,882,501
12,38,25,-1,218,797,814,517,522,747,542,500
12,38,25,-1,218,800,817,518,525,745,626,501
12,38,25,-1,218,800,817,518,525,745,626,501
12,38,25,-1,218,797,817,520,524,747,721,500
12,38,25,-1,218,800,817,520,524,747,721,500
12,38,25,-1,218,800,817,516,525,745,458,501
12,38,25,-1,218,797,812,518,523,749,618,501
12,38,25,-1,218,797,812,518,523,749,618,501
12,38,25,-1,218,797,817,519,522,747,504,500
12,38,25,-1,218,800,817,518,523,747,483,501
12,38,25,-1,218,800,817,518,523,747,483,501
12,38,25,-1,218,802,817,518,524,747,851,501
12,38,25,-1,218,802,814,518,524,747,851,501
12,38,25,-1,218,797,814,521,524,748,528,500
12,38,25,-1,218,800,819,518,524,746,816,500
12,38,25,-1,218,800,819,518,524,746,816,500
12,38,25,-1,218,802,814,518,526,747,926,501
12,38,25,-1,218,797,814,519,526,747,926,500
12,38,25,-1,219,797,814,519,526,747,576,500
12,38,25,-1,219,800,814,517,524,747,961,501
12,38,25,-1,219,800,814,517,524,747,961,501
12,38,25,-1,219,797,814,519,524,749,852,500
12,38,25,-1,219,797,817,517,523,747,601,500
12,38,25,-1,219,797,817,517,523,747,601,500
12,38,25,-1,219,802,817,518,525,747,941,501
12,38,25,-1,219,802,817,518,525,747,941,501
12,38,25,-1,219,797,814,517,524,748,641,501
12,38,25,-1,219,797,817,519,525,747,466,500
12,38,25,-1,219,797,817,519,525,747,466,500
12,38,25,-1,219,802,817,518,524,745,830,500
12,38,25,-1,219,802,817,518,524,745,830,500
12,38,25,-1,219,800,814,517,523,746,506,501
12,38,25,-1,218,797,814,518,524,748,781,500
12,38,25,-1,218,797,814,518,524,748,781,500
12,38,25,-1,218,800,814,517,524,747,821,501
12,38,25,-1,218,797,814,519,521,748,508,500
12,38,25,-1,218,797,814,519,521,748,508,500
12,38,25,-1,218,797,817,519,524,747,854,500
12,38,25,-1,218,797,817,519,524,747,854,500
12,38,25,-1,218,800,814,515,524,746,683,501
12,38,25,-1,218,797,814,519,523,746,337,500
12,38,25,-1,218,797,814,519,523,746,337,500
12,38,25,-1,218,802,817,520,525,746,780,500
12,38,25,-1,218,802,817,520,525,746,780,500
12,38,25,-1,218,800,817,517,523,744,498,501
12,38,25,-1,218,800,814,518,524,747,643,501
12,38,25,-1,218,800,814,518,524,747,643,501
12,38,25,-1,218,797,814,517,522,747,845,500
12,38,25,-1,218,800,817,518,525,745,298,501
12,38,25,-1,223,800,817,518,525,745,298,501
12,38,25,-1,223,797,817,520,525,747,690,500
12,38,25,-1,223,797,817,520,525,747,690,500
12,38,25,-1,223,802,817,516,525,746,688,501
12,38,25,-1,223,797,814,519,524,748,224,500
12,38,25,-1,223,797,814,519,524,748,224,500
12,38,26,-1,223,797,817,519,523,747,694,500
12,38,26,-1,223,797,817,519,523,747,694,500
12,38,26,-1,223,800,817,517,523,746,504,500
12,38,26,-1,223,800,817,517,525,746,497,501
12,38,26,-1,223,800,817,517,525,746,497,501
12,38,26,-1,223,797,814,521,524,749,834,500
12,38,26,-1,223,797,814,521,524,749,834,500
12,38,26,-1,223,800,819,518,525,747,594,500
12,38,26,-1,223,800,814,517,525,746,785,501
12,38,26,-1,223,800,814,517,525,746,785,501
12,38,26,-1,226,797,814,518,526,747,862,500
12,38,26,-1,226,800,814,517,524,748,862,501
12,38,26,-1,226,800,814,517,524,748,620,501
12,38,26,-1,226,797,814,518,524,749,901,501
12,38,26,-1,226,797,814,518,524,749,901,501
12,38,26,-1,226,797,817,519,520,747,775,500
12,38,26,-1,226,800,817,518,525,745,775,501
12,38,26,-1,226,800,817,518,525,745,554,501
12,38,26,-1,226,800,814,515,524,747,902,501
12,38,26,-1,226,800,814,515,524,747,902,501
12,38,26,-1,226,797,814,520,523,747,391,500
12,38,26,-1,226,800,817,518,525,746,539,500
12,38,26,-1,226,800,817,518,525,746,539,500
12,38,26,-1,226,802,814,517,524,747,821,501
12,38,26,-1,226,797,814,519,523,747,821,500
12,38,26,-1,226,797,814,519,523,749,495,500
12,38,26,-1,226,797,817,517,524,746,801,500
12,38,26,-1,226,797,817,517,524,746,801,500
12,38,26,-1,221,802,817,517,525,748,576,501
12,38,26,-1,221,797,817,519,524,748,576,500
12,38,26,-1,221,797,817,519,524,745,377,500
12,38,26,-1,221,800,817,516,525,747,770,501
12,38,26,-1,221,800,817,516,525,747,770,501
12,38,26,-1,221,797,814,518,523,749,375,500
12,38,26,-1,221,800,817,520,524,749,375,500
12,38,26,-1,221,800,817,520,524,746,376,500
12,38,26,-1,221,802,817,519,522,745,774,501
12,38,26,-1,221,800,814,519,522,745,774,501
12,38,26,-1,221,800,814,517,523,747,476,501
12,38,26,-1,221,797,814,517,523,748,676,500
12,38,26,-1,221,797,814,517,523,748,676,500
12,38,26,-1,221,802,817,518,524,745,631,501
12,38,26,-1,221,797,814,517,524,745,631,500
12,38,26,-1,221,797,814,517,524,747,382,500
12,38,26,-1,221,797,814,518,521,749,752,500
12,38,26,-1,221,797,814,518,521,749,752,500
