12,38,26,-1,218,797,817,520,525,746,673,500
12,38,26,-1,218,797,812,518,525,746,673,500
12,38,26,-1,218,797,812,518,523,747,491,500
12,38,26,-1,218,800,817,519,522,746,869,500
12,38,26,-1,218,800,817,519,522,746,869,500
12,38,26,-1,218,802,817,518,525,746,595,501
12,38,26,-1,218,797,814,517,523,749,645,500
12,38,26,-1,218,797,814,517,523,749,645,500
12,38,26,-1,218,797,819,520,524,750,872,500
12,38,26,-1,218,800,819,520,524,750,872,500
12,38,26,-1,218,800,819,518,525,744,627,501
12,38,26,-1,218,797,814,518,526,747,796,501
12,38,26,-1,218,797,814,518,526,747,796,501
12,38,26,-1,218,797,814,519,523,747,828,500
12,38,27,-1,218,800,817,519,523,747,828,500
12,38,27,-1,218,800,817,520,525,745,617,500
12,38,27,-1,222,800,814,518,523,747,933,501
12,38,27,-1,222,800,812,518,523,747,933,501
12,38,27,-1,222,800,812,517,524,747,766,501
12,38,27,-1,222,797,814,517,524,747,766,501
12,38,27,-1,222,797,814,515,524,747,668,501
12,38,27,-1,222,797,814,519,523,747,895,500
12,38,27,-1,222,797,817,519,523,747,895,500
12,38,27,-1,222,797,817,520,524,747,670,500
12,38,27,-1,222,800,814,517,523,746,742,501
12,38,27,-1,222,800,814,517,523,746,742,501
12,38,27,-1,222,797,814,519,523,747,671,501
12,38,27,-1,222,797,812,519,523,747,671,501
12,38,27,-1,222,797,812,518,524,748,511,501
12,38,27,-1,222,797,817,519,524,745,749,500
12,38,27,-1,222,797,817,519,524,745,749,500
12,38,27,-1,221,800,817,518,525,745,752,500
12,38,27,-1,221,800,817,518,525,745,752,500
12,38,27,-1,221,797,817,519,523,747,577,500
12,38,27,-1,221,802,817,518,522,746,820,500
12,38,27,-1,221,802,817,518,522,746,820,500
12,38,27,-1,221,800,817,518,525,747,489,501
12,38,27,-1,221,800,814,517,525,747,468,500
12,38,27,-1,221,800,814,517,525,747,468,500
12,38,27,-1,221,797,814,519,522,748,750,500
12,38,27,-1,221,797,814,519,522,748,750,500
12,38,27,-1,221,797,814,519,522,747,563,500
12,38,27,-1,221,800,817,516,524,745,666,501
12,38,27,-1,221,800,817,516,524,745,666,501
12,38,27,-1,221,800,814,518,523,748,608,501
12,38,27,-1,221,800,814,518,523,748,608,501
12,38,27,-1,221,797,817,519,523,749,465,500
12,38,27,-1,221,800,817,518,523,747,717,500
12,38,27,-1,221,800,817,518,523,747,717,500
12,38,27,-1,218,802,817,518,525,747,710,501
12,38,27,-1,218,802,817,518,525,747,710,501
12,38,27,-1,218,797,817,519,524,747,559,500
12,38,27,-1,218,800,814,517,523,746,812,501
12,38,27,-1,218,800,814,517,523,746,812,501
12,38,27,-1,218,797,814,519,523,749,662,501
12,38,27,-1,218,797,817,518,525,747,640,500
12,38,27,-1,218,797,817,518,525,747,640,500
12,38,27,-1,218,800,817,517,525,746,942,501
12,38,27,-1,218,800,817,517,525,746,942,501
12,38,27,-1,218,797,814,518,524,749,676,501
12,38,27,-1,218,797,819,520,525,747,796,500
12,38,27,-1,218,797,819,520,525,747,796,500
12,38,27,-1,218,802,819,519,525,746,874,500
12,38,27,-1,218,800,814,519,525,746,874,501
12,38,27,-1,218,800,814,519,524,747,636,501
12,38,27,-1,219,797,814,519,523,747,938,500
12,38,27,-1,219,797,814,519,523,747,938,500
12,38,27,-1,219,797,814,518,524,747,818,500
12,38,27,-1,219,797,814,518,524,747,818,500
12,38,27,-1,219,797,817,517,523,747,666,500
12,38,27,-1,219,802,817,518,525,745,895,500
12,38,27,-1,219,802,817,518,525,745,895,500
12,38,27,-1,219,800,817,518,526,746,681,501
12,38,27,-1,219,797,814,519,522,747,705,500
12,38,28,-1,219,797,814,519,522,747,705,500
12,38,28,-1,219,797,817,519,524,746,683,500
12,38,28,-1,219,797,817,519,524,746,683,500
12,38,28,-1,219,800,817,519,524,747,523,500
12,38,28,-1,219,800,817,518,525,745,721,501
12,38,28,-1,219,800,817,518,525,745,721,501
12,38,28
